19	10	26
9	6	9
40	1	24
44	6	12
17	10	11
23	8	15
36	6	3
11	10	15
46	10	1
11	5	3
9	5	31
8	4	22
47	4	18
41	7	29
46	2	18
40	5	30
27	8	13
11	7	7
33	11	20
9	3	34
27	10	21
7	1	34
11	7	10
49	1	35
19	6	26
11	8	29
49	12	2
7	6	4
21	9	32
29	3	28
41	7	9
20	12	9
17	5	5
48	3	31
20	4	18
7	7	24
43	2	15
1	9	1
50	2	25
20	2	5
31	5	3
20	9	9
29	10	25
9	9	31
16	12	17
1	8	8
35	4	31
49	11	4
28	5	33
50	5	14
28	4	3
43	5	13
25	10	34
34	12	24
15	12	33
20	12	10
43	9	33
16	12	19
26	9	16
25	10	21
26	3	30
46	5	8
8	6	19
48	12	23
17	8	28
5	4	10
30	5	31
33	10	2
7	2	5
17	4	2
43	10	25
11	2	4
6	3	13
50	3	12
31	11	34
25	10	30
28	11	7
25	8	7
28	7	28
44	7	32
23	5	26
8	12	10
22	11	28
20	3	3
42	11	16
22	10	18
22	10	31
31	9	11
42	4	5
25	6	19
28	11	4
41	11	5
1	7	3
37	5	12
18	2	6
38	5	19
39	4	23
33	5	7
15	4	8
9	11	27
25	1	12
20	4	22
9	10	18
49	1	31
38	11	19
41	6	9
30	3	4
27	3	20
4	5	2
26	7	34
39	11	5
5	7	13
43	2	32
13	9	29
11	10	4
49	9	26
39	2	15
19	11	6
45	2	10
40	9	17
27	3	6
4	7	20
4	2	32
9	2	20
23	3	19
38	2	9
33	9	17
4	9	27
24	6	24
44	12	23
33	8	16
35	12	3
2	5	28
17	12	21
43	10	30
24	6	21
33	2	34
43	3	35
3	4	27
16	2	31
46	4	12
39	12	19
48	3	3
5	12	14
17	2	12
47	10	24
29	11	14
42	9	22
9	6	33
30	7	23
1	11	3
12	8	12
16	5	18
27	3	1
45	11	19
20	11	14
38	2	16
33	10	3
44	8	8
4	6	18
14	11	28
50	10	7
30	10	3
49	6	13
40	9	19
25	1	3
45	9	29
4	12	33
13	2	9
32	8	33
42	9	22
29	12	9
25	2	19
39	8	35
32	4	19
18	3	28
9	2	23
8	10	12
6	4	13
50	3	29
29	1	32
49	4	10
28	10	14
24	10	1
38	3	28
39	10	16
43	6	3
7	7	35
33	10	3
24	12	22
31	6	30
49	8	6
43	5	14
50	1	5
5	2	27
39	4	30
45	9	26
17	9	29
6	4	5
31	4	31
39	2	32
44	11	4
35	6	18
17	5	15
34	11	13
34	2	21
40	6	1
17	9	8
7	7	33
15	12	11
39	11	12
41	7	10
22	10	35
9	8	29
1	5	17
17	5	35
24	9	20
12	9	26
1	7	27
5	2	26
29	4	22
1	1	27
12	2	10
46	5	17
21	7	20
5	9	2
6	6	28
25	7	29
14	2	20
22	8	26
16	1	10
45	2	15
36	12	32
44	9	10
49	12	27
31	11	19
36	12	4
19	5	25
21	1	21
8	7	27
27	6	31
7	11	4
47	7	27
8	6	26
29	11	34
2	9	25
48	11	12
20	11	15
31	10	25
1	11	7
15	4	28
16	7	30
12	9	6
37	10	1
12	8	32
14	5	8
32	10	1
22	8	23
43	1	34
13	1	4
24	7	16
34	1	32
24	12	9
41	1	26
1	11	21
14	6	9
42	7	1
18	12	15
45	3	32
14	5	4
12	3	7
33	5	22
13	5	8
35	6	29
29	2	20
33	10	32
34	11	30
48	3	33
31	4	6
21	9	1
45	10	8
44	1	11
37	10	23
7	11	22
49	3	13
18	6	22
19	1	19
28	4	25
7	3	24
10	12	2
45	1	23
39	12	32
45	1	4
29	9	18
50	8	22
38	7	25
24	6	23
24	2	13
19	12	22
12	11	23
49	3	7
8	2	25
40	4	4
8	6	19
39	4	4
36	1	24
6	10	14
10	4	10
50	1	11
37	9	10
28	12	31
40	11	31
47	9	12
9	9	10
26	2	6
43	5	26
50	11	29
46	2	17
2	8	26
25	12	3
25	7	32
46	1	25
39	2	32
13	1	12
21	11	8
32	9	13
35	9	13
46	5	26
30	3	31
42	2	6
14	6	1
50	2	11
36	12	25
2	5	25
35	10	4
44	2	26
34	2	4
13	11	3
44	9	35
12	7	24
26	10	15
13	5	3
43	10	21
1	6	27
36	3	28
35	8	29
6	5	35
27	10	5
42	11	31
45	3	21
45	7	35
1	5	12
11	2	5
28	5	31
45	8	28
16	11	21
25	2	2
10	4	30
14	11	3
1	3	5
15	1	22
20	9	28
46	6	34
45	3	14
24	6	25
36	6	21
21	8	29
39	3	16
5	6	21
2	1	8
47	3	7
26	3	26
45	5	10
13	1	6
15	10	1
12	4	27
36	3	21
17	9	3
5	5	23
33	10	14
38	11	18
43	6	17
42	4	31
12	5	7
45	10	30
21	5	22
14	8	14
49	9	8
2	9	25
14	9	23
15	4	11
18	11	5
40	4	10
29	11	19
4	4	4
20	12	6
12	11	5
9	9	34
41	4	31
18	9	12
2	4	20
17	10	19
43	2	4
40	9	33
30	6	5
32	9	13
44	5	21
1	12	16
38	2	20
4	11	18
30	4	19
29	6	14
6	11	31
19	7	20
9	11	14
24	2	1
46	10	30
26	11	31
7	3	10
45	10	11
26	2	29
11	7	27
18	7	8
40	9	18
10	5	35
46	7	27
28	8	27
24	8	6
41	1	2
49	3	29
34	1	28
50	11	22
44	3	5
39	5	1
36	4	28
25	5	1
48	8	8
28	9	29
9	1	32
6	4	35
19	3	27
14	6	11
28	9	29
5	5	19
26	11	35
4	3	17
46	1	23
31	5	18
36	2	19
10	10	35
30	6	24
33	7	17
45	5	33
20	10	33
31	12	25
24	7	3
36	5	32
49	5	5
13	6	16
7	2	5
5	11	16
31	1	5
7	10	16
13	7	11
43	6	34
31	8	29
36	12	6
19	4	32
4	11	14
37	7	33
7	9	8
31	12	15
27	2	1
30	4	9
3	12	28
21	1	7
24	2	22
11	11	19
29	1	28
23	6	4
5	8	25
1	3	6
27	6	31
38	12	25
49	12	1
20	1	27
12	2	7
44	7	28
26	9	27
42	9	14
32	12	34
14	12	26
16	10	2
50	9	27
1	5	28
49	12	10
44	2	34
50	4	19
21	3	15
5	7	24
45	4	15
8	8	18
11	11	23
24	9	23
42	3	22
37	10	6
4	9	32
45	4	31
47	11	19
17	8	29
45	1	23
20	8	2
27	8	3
46	10	13
43	9	15
45	2	22
16	4	25
10	4	9
15	3	7
49	11	3
10	1	16
2	4	35
15	3	14
22	9	26
20	2	28
45	1	21
16	10	34
5	1	35
4	6	25
38	7	20
11	11	23
19	12	31
26	10	14
39	9	27
34	7	23
8	6	2
10	11	2
25	11	18
44	1	5
3	9	24
40	5	12
21	6	23
14	9	11
17	5	17
49	10	28
9	10	1
50	9	11
38	12	29
9	11	27
12	8	14
30	2	8
19	3	10
3	5	33
13	1	33
32	1	27
7	1	15
23	11	20
2	7	25
7	11	13
27	12	24
11	4	35
13	3	10
6	2	4
12	7	23
21	9	22
50	12	31
39	11	35
7	3	10
10	10	3
13	5	3
26	3	6
15	1	18
3	3	8
45	2	19
50	10	16
22	9	26
36	1	34
6	5	17
43	9	26
21	2	20
36	10	17
33	9	24
9	12	30
18	3	11
18	2	10
37	6	9
10	10	21
23	6	34
37	10	22
17	10	30
47	9	32
30	3	14
39	10	14
17	5	21
34	7	30
30	7	29
22	11	18
21	5	23
32	9	21
8	3	30
33	5	12
19	7	21
11	8	11
41	10	24
19	3	31
23	5	34
34	11	34
1	6	23
40	1	14
7	2	13
46	9	5
30	5	5
37	4	8
22	2	14
31	2	29
13	5	33
19	7	28
29	7	25
24	8	8
28	8	5
47	1	16
6	6	5
27	3	22
23	8	3
30	5	32
39	6	11
25	5	6
50	1	20
38	2	28
33	7	27
17	8	28
11	1	13
47	2	27
45	2	6
6	4	16
14	1	28
10	7	18
42	8	31
10	4	26
11	11	24
4	6	32
50	3	25
25	1	13
2	1	30
29	7	27
40	10	10
18	9	23
23	5	9
41	9	31
24	7	16
35	4	18
16	4	4
21	11	32
32	12	14
48	10	31
38	6	14
5	9	25
1	11	23
27	7	31
1	9	18
8	6	17
13	11	16
30	7	9
14	8	7
32	7	1
33	5	12
31	10	8
32	4	20
39	7	1
2	2	20
3	12	21
28	4	34
38	6	3
6	12	27
9	12	24
