2	1999	10.0026	9.9876	10.015	10.0125
3	1999	9.7425	9.7311	9.7694	9.7511
4	1999	9.4264	9.4137	9.4461	9.4335
5	1999	9.4436	9.4113	9.3623	9.4501
6	1999	9.5459	9.5275	9.5418	9.5514
7	1999	9.3875	9.3714	9.3671	9.3933
8	1999	9.4092	9.4006	9.3981	9.4139
9	1999	9.3414	9.3318	9.3403	9.3479
10	1999	9.582	9.5683	9.5403	9.5878
11	1999	9.4134	9.4014	9.4205	9.416
12	1999	9.4412	9.43	9.4151	9.4458
1	2000	9.5074	9.488	9.4793	9.5126
2	2000	9.4337	9.4232	9.4456	9.4384
3	2000	9.3004	9.2905	9.2959	9.3052
4	2000	9.411	9.3936	9.3748	9.4164
5	2000	9.5323	9.5186	9.5081	9.536
6	2000	9.8651	9.8354	9.7978	9.8696
7	2000	9.4408	9.4296	9.4688	9.4438
8	2000	9.2822	9.2713	9.2846	9.2908
9	2000	9.3713	9.3576	9.3319	9.3754
10	2000	9.5476	9.5337	9.5182	9.5521
11	2000	9.514	9.5006	9.5179	9.5194
12	2000	9.4853	9.4628	9.4439	9.4901
1	2001	9.808	9.781	9.7701	9.8039
2	2001	9.724	9.7059	9.7027	9.7301
3	2001	9.6129	9.6004	9.6182	9.619
4	2001	9.3425	9.3302	9.3508	9.3484
5	2001	9.1532	9.138	9.1467	9.1586
6	2001	9.0972	9.088	9.0957	9.1024
7	2001	9.1873	9.1711	9.156	9.1915
8	2001	9.1427	9.1332	9.1272	9.1457
9	2001	9.4417	9.4243	9.3841	9.4455
10	2001	9.3602	9.3483	9.3685	9.3643
11	2001	9.2336	9.224	9.2223	9.2375
12	2001	9.1726	9.1605	9.1672	9.1758
1	2002	9.1764	9.1645	9.1614	9.1796
2	2002	9.1097	9.0983	9.1062	9.1129
3	2002	9.0766	9.0706	9.0809	9.0794
4	2002	9.181	9.1667	9.1317	9.1827
5	2002	9.5448	9.5277	9.4899	9.547
6	2002	9.793	9.778	9.7378	9.7953
7	2002	9.8078	9.7913	9.7978	9.81
8	2002	9.8663	9.8509	9.8258	9.8684
9	2002	10.1017	10.0871	10.0425	10.104
10	2002	10.1151	10.1029	10.0961	10.1177
11	2002	10.2132	10.2023	10.2032	10.2163
12	2002	10.2565	10.2306	10.1982	10.2595
1	2003	10.6668	10.6354	10.5762	10.6687
2	2003	10.9642	10.9447	10.9216	10.9679
3	2003	10.9585	10.9379	10.9427	10.9621
4	2003	10.6173	10.5982	10.6324	10.6208
5	2003	10.2952	10.2725	10.2506	10.2966
6	2003	10.5655	10.5284	10.4953	10.5674
7	2003	10.4946	10.4641	10.4434	10.4964
8	2003	10.8244	10.7913	10.7327	10.8261
9	2003	10.9691	10.9406	10.9255	10.9705
10	2003	11.2127	11.2105	11.1704	11.2147
11	2003	11.1756	11.1554	11.1145	11.1781
12	2003	11.2733	11.2622	11.2629	11.2748
1	2004	10.9595	10.9347	10.9308	10.961
2	2004	11.0584	11.0331	11.0128	11.0599
3	2004	11.0403	11.0226	10.9984	11.0413
4	2004	11.3018	11.2847	11.2535	11.3034
5	2004	11.5454	11.5239	11.5119	11.5469
6	2004	11.4151	11.4017	11.379	11.4165
7	2004	11.4843	11.4758	11.4735	11.4857
8	2004	11.4099	11.4047	11.3957	11.4113
9	2004	11.5027	11.4955	11.4858	11.5042
10	2004	11.42	11.4115	11.3864	11.4214
11	2004	11.387	11.3793	11.3938	11.3886
12	2004	11.2285	11.2179	11.21	11.23
1	2005	11.2837	11.27	11.2556	11.2851
2	2005	11.1546	11.1446	11.1502	11.1561
3	2005	11.1642	11.1537	11.1326	11.166
4	2005	11.1336	11.1269	11.1262	11.135
5	2005	10.9886	10.9812	10.992	10.99
6	2005	10.838	10.8331	10.834	10.8395
7	2005	10.6965	10.6899	10.6931	10.6979
8	2005	10.7098	10.6972	10.6703	10.7112
9	2005	10.7972	10.7864	10.7791	10.7988
10	2005	10.8564	10.842	10.8312	10.8578
11	2005	10.683	10.6767	10.6903	10.6845
12	2005	10.6525	10.6445	10.6201	10.6541
1	2006	10.5682	10.5565	10.5679	10.5696
2	2006	10.5036	10.493	10.4813	10.5053
3	2006	10.7739	10.7578	10.7061	10.7758
4	2006	11.0735	11.0574	11.0206	11.0759
5	2006	11.1259	11.1116	11.0758	11.1273
6	2006	11.4195	11.4042	11.3864	11.4211
7	2006	11.011	10.9992	11.0268	11.012
8	2006	10.8928	10.8824	10.8739	10.8939
9	2006	11.0065	10.9954	10.9722	11.0077
10	2006	10.912	10.9073	10.9201	10.9132
11	2006	10.9382	10.9263	10.8948	10.9396
12	2006	10.8666	10.8578	10.865	10.8679
1	2007	10.9786	10.9631	10.9344	10.9796
2	2007	11.0181	11.0112	10.988	11.0195
3	2007	11.1329	11.1239	11.125	11.1343
4	2007	10.993	10.988	10.9924	10.9947
5	2007	10.8306	10.8229	10.8301	10.8319
6	2007	10.8568	10.8472	10.8338	10.8579
7	2007	10.8271	10.8185	10.7963	10.8284
8	2007	11.0674	11.0554	11.0363	11.0687
9	2007	11.0459	11.0402	11.045	11.0471
10	2007	10.838	10.8309	10.8418	10.8395
11	2007	10.9016	10.8948	10.8658	10.9033
12	2007	10.8593	10.8514	10.8494	10.861
1	2008	10.9218	10.9156	10.9171	10.9235
2	2008	10.776	10.771	10.7794	10.7776
3	2008	10.747	10.7372	10.7346	10.7494
4	2008	10.5286	10.5219	10.5295	10.5297
5	2008	10.4472	10.442	10.4542	10.4492
6	2008	10.3462	10.3368	10.3305	10.3482
7	2008	10.2303	10.2205	10.239	10.2324
8	2008	10.1349	10.1175	10.0906	10.1371
9	2008	10.683	10.6607	10.5744	10.6851
10	2008	12.8199	12.7869	12.4738	12.8238
11	2008	13.2193	13.1752	13.0609	13.2248
12	2008	13.5145	13.478	13.3726	13.5199
1	2009	13.9705	13.9364	13.8492	13.9753
2	2009	14.6822	14.6361	14.518	14.6862
3	2009	14.7398	14.7159	14.7393	14.7444
4	2009	13.524	13.4905	13.489	13.5287
5	2009	13.2188	13.1991	13.2167	13.222
6	2009	13.3885	13.3718	13.3439	13.3913
7	2009	13.4149	13.3873	13.3619	13.418
8	2009	13.0504	13.0296	13.0015	13.0524
9	2009	13.4693	13.4462	13.3987	13.4718
10	2009	13.2821	13.2509	13.2626	13.2847
11	2009	13.1562	13.1363	13.1305	13.1589
12	2009	12.907	12.8875	12.8504	12.9087
1	2010	12.852	12.8284	12.807	12.8544
2	2010	12.9822	12.9692	12.9624	12.9845
3	2010	12.5941	12.5841	12.6138	12.5966
4	2010	12.2688	12.2505	12.242	12.2709
5	2010	12.823	12.8125	12.6826	12.8252
6	2010	12.7645	12.7542	12.7234	12.7666
7	2010	12.8601	12.8463	12.8341	12.8624
8	2010	12.813	12.8055	12.7261	12.815
9	2010	12.8318	12.8186	12.861	12.8343
10	2010	12.4745	12.4616	12.4535	12.4768
11	2010	12.3724	12.3562	12.3251	12.3756
12	2010	12.4144	12.4057	12.4011	12.4168
1	2011	12.1541	12.1446	12.1477	12.1563
2	2011	12.0955	12.0881	12.0726	12.0978
3	2011	12.0258	12.0148	12.0173	12.028
4	2011	11.738	11.7316	11.7584	11.7404
5	2011	11.6805	11.6707	11.6479	11.6826
6	2011	11.8323	11.8224	11.792	11.8341
7	2011	11.7015	11.6926	11.676	11.7029
8	2011	12.2948	12.2764	12.1707	12.2965
9	2011	13.1184	13.101	12.9291	13.1211
10	2011	13.5151	13.5002	13.4808	13.5173
11	2011	13.7605	13.7304	13.6358	13.7635
12	2011	13.8101	13.7899	13.7516	13.8125
1	2012	13.4525	13.4477	13.5047	13.4548
2	2012	12.8224	12.8135	12.8014	12.8244
3	2012	12.7885	12.7791	12.7561	12.7907
4	2012	13.109	13.0985	13.0512	13.1113
5	2012	13.7054	13.6957	13.5556	13.7079
6	2012	13.969	13.9532	13.982	13.9709
7	2012	13.4042	13.3981	13.3894	13.406
8	2012	13.2226	13.2168	13.179	13.2244
9	2012	12.9695	12.9557	12.9871	12.9714
10	2012	12.9231	12.9102	12.8728	12.9257
11	2012	13.0978	13.0877	13.0872	13.1011
12	2012	12.9039	12.8829	12.867	12.9063
1	2013	12.7206	12.7128	12.7219	12.723
2	2013	12.7483	12.7363	12.7144	12.7509
3	2013	12.5496	12.5411	12.5745	12.5521
4	2013	12.2423	12.2284	12.2249	12.2441
5	2013	12.3563	12.3401	12.2522	12.3585
6	2013	13.0153	12.9963	12.9361	13.018
7	2013	12.6785	12.285	12.7851	12.8059
8	2013	12.9685	12.9463	12.8704	12.9706
9	2013	13.1173	13.1036	13.0925	13.1193
10	2013	13.0443	13.0267	13.0187	13.0466
11	2013	13.1199	13.1041	13.0634	13.1225
12	2013	13.0424	13.0264	13.0098	13.0447
1	2014	13.2597	13.2455	13.1981	13.2618
2	2014	13.3104	13.3014	13.2888	13.3122
3	2014	13.221	13.2038	13.2154	13.223
4	2014	12.9705	12.8361	13.0681	13.0945
5	2014	12.943	12.9363	12.9479	12.945
6	2014	13.0159	13.0059	12.9832	13.0178
7	2014	13.0079	13.0002	12.9734	13.0099
8	2014	13.1609	13.149	13.149	13.1624
9	2014	13.2608	13.2503	13.2002	13.2629
10	2014	13.2846	13.0459	13.4768	13.5083
11	2014	13.6507	13.6319	13.5819	13.6527
12	2014	14.5617	14.543	14.4266	14.5637
1	2015	14.7373	14.7231	14.6757	14.7392
2	2015	14.9686	14.9568	14.9167	14.9718
3	2015	15.2751	15.2541	15.2003	15.2774
